CollationId,Variant,Classic
42014009001,,και
42014009002,,ελθων
42014009003,,ο
42014009004,,σε
42014009005,,και
42014009006,,αυτον
42014009007,,καλεσασ
42014009008,,ερει
42014009009,,σοι
42014009010,,δοσ
42014009011,,τουτω
42014009012,,τοπον
42014009013,,και
42014009014,,τοτε
42014009015,V,εση
42014009016,V,αρξη
42014009017,V,μετα
42014009018,,αισχυνησ
42014009019,V,τον
42014009020,,εσχατον
42014009021,,τοπον
42014009022,,κατεχειν
42014010001,,αλλ
42014010002,,οταν
42014010003,V,κληθησ
42014010004,V,κληθεισ
42014010005,V,πορευθεισ
42014010006,V,αναπεσε
42014010007,V,εισ
42014010008,V,τον
42014010009,V,εσχατον
42014010010,V,τοπον
42014010011,V,αναπιπτε
42014010012,,ινα
42014010013,,οταν
42014010014,,ελθη
42014010015,,ο
42014010016,,κεκληκωσ
42014010017,,σε
42014010018,V,ειπη
42014010019,V,ερει
42014010020,,σοι
42014010021,,φιλε
42014010022,,προσαναβηθι
42014010023,V,α
42014010024,V,ανωτερον
42014010025,V,και
42014010026,,τοτε
42014010027,V,σοι
42014010028,V,εσται
42014010029,V,σοι
42014010030,V,δοξα
42014010031,V,σοι
42014010032,,ενωπιον
42014010033,V,παντων
42014010034,,των
42014010035,,συνανακειμενων
42014010036,V,σοι
42014011001,,οτι
42014011002,,πασ
42014011003,,ο
42014011004,,υψων
42014011005,,εαυτον
42014011006,V,ταπεινωθησεται
42014011007,V,ταπεινουται
42014011008,,και
42014011009,,ο
42014011010,,ταπεινων
42014011011,,εαυτον
42014011012,V,υψωθησεται
42014011013,V,υψουται
42014012001,V,ελεγεν
42014012002,,δε
42014012003,,και
42014012004,,τω
42014012005,,κεκληκοτι
42014012006,,αυτον
42014012007,,οταν
42014012008,V,ποιησ
42014012009,V,ποιην
42014012010,,αριστον
42014012011,,η
42014012012,,δειπνον
42014012013,,μη
42014012014,,φωνει
42014012015,,τουσ
42014012016,,φιλουσ
42014012017,V,σου
42014012018,,μηδε
42014012019,,τουσ
42014012020,,αδελφουσ
42014012021,,σου
42014012022,,μηδε
42014012023,,τουσ
42014012024,V,συγγενεισ
42014012025,V,σου
42014012026,V,μη
42014012027,V,μηδε
42014012028,V,γειτονασ
42014012029,V,μηδε
42014012030,V,τουσ
42014012031,V,πλουσιουσ
42014012032,V,πλουσιουσ
42014012033,,μηποτε
42014012034,,και
42014012035,,αυτοι
42014012036,V,σε
42014012037,V,αντικαλεσωσιν
42014012038,V,σε
42014012039,,και
42014012040,,γενηται
42014012041,V,σοι
42014012042,V,ανταποδομα
42014012043,V,σοι
42014013001,V,αλλ
42014013002,,οταν
42014013003,V,ποιησ
42014013004,V,δοχην
42014013005,V,ποιησ
42014013006,V,ποιησησ
42014013007,,καλει
42014013008,,πτωχουσ
42014013009,,αναπειρουσ
42014013010,,χωλουσ
42014013011,,τυφλουσ
42014014001,,και
42014014002,,μακαριοσ
42014014003,,εση
42014014004,,οτι
42014014005,,ουκ
42014014006,,εχουσιν
42014014007,,ανταποδουναι
42014014008,,σοι
42014014009,,ανταποδοθησεται
42014014010,V,δε
42014014011,V,γαρ
42014014012,,σοι
42014014013,,εν
42014014014,,τη
42014014015,,αναστασει
42014014016,,των
42014014017,,δικαιων
42014015001,,ακουσασ
42014015002,,δε
42014015003,,τισ
42014015004,V,ταυτα
42014015005,V,των
42014015006,V,συνανακειμενων
42014015007,V,ταυτα
42014015008,,ειπεν
42014015009,,αυτω
42014015010,V,μακαριοσ
42014015011,V,οστισ
42014015012,V,οσ
42014015013,V,φαγεται
42014015014,V,αριστον
42014015015,V,αρτον
42014015016,V,εν
42014015017,V,τη
42014015018,V,βασιλεια
42014015019,V,του
42014015020,V,θεου
42014016001,V,ου
42014016002,V,ο
42014016003,V,δε
42014016004,V,ειπεν
42014016005,V,αυτω
42014016006,,ανθρωποσ
42014016007,,τισ
42014016008,V,εποιησεν
42014016009,V,εποιει
42014016010,V,δειπνον
42014016011,V,δειπνον
42014016012,V,μεγα
42014016013,V,μεγαν
42014016014,,και
42014016015,V,εκαλεσεν
42014016016,,πολλουσ
42014017001,,και
42014017002,V,απεστειλεν
42014017003,,τον
42014017004,,δουλον
42014017005,,αυτου
42014017006,,τη
42014017007,,ωρα
42014017008,,του
42014017009,,δειπνου
42014017010,,ειπειν
42014017011,,τοισ
42014017012,,κεκλημενοισ
42014017013,,ερχεσθε
42014017014,,οτι
42014017015,,ηδη
42014017016,V,παντα
42014017017,V,ετοιμα
42014017018,V,εστιν
42014017019,V,εισιν
42014017020,V,παντα
42014018001,,και
42014018002,V,ηρξαντο
42014018003,V,ηρξατο
42014018004,,απο
42014018005,,μιασ
42014018006,V,παραιτεισθαι
42014018007,V,παντεσ
42014018008,V,παραιτεισθαι
42014018009,,ο
42014018010,,πρωτοσ
42014018011,,ειπεν
42014018012,V,αυτω
42014018013,,αγρον
42014018014,,ηγορασα
42014018015,,και
42014018016,V,εχω
42014018017,V,αναγκην
42014018018,V,αναγκη
42014018019,V,εχω
42014018020,V,εξελθειν
42014018021,V,εξελθων
42014018022,V,και
42014018023,,ιδειν
42014018024,,αυτον
42014018025,,ερωτω
42014018026,V,σε
42014018027,V,σοι
42014018028,,εχε
42014018029,,με
42014018030,,παρητημενον
42014019001,,και
42014019002,,ετεροσ
42014019003,V,ειπεν
42014019004,,ζευγη
42014019005,,βοων
42014019006,V,ηγορασα
42014019007,V,ηγορα
42014019008,,πεντε
42014019009,,και
42014019010,,πορευομαι
42014019011,,δοκιμασαι
42014019012,,αυτα
42014019013,V,διο
42014019014,V,ου
42014019015,V,δυναμαι
42014019016,V,ελθειν
42014019017,V,ερωτω
42014019018,V,σε
42014019019,V,εχε
42014019020,V,με
42014019021,V,παρητημενον
42014020001,,και
42014020002,V,αλλοσ
42014020003,V,ετεροσ
42014020004,V,ειπεν
42014020005,,γυναικα
42014020006,V,ελαβον
42014020007,V,εγημα
42014020008,V,εγαμηκα
42014020009,V,και
42014020010,V,δια
42014020011,V,διο
42014020012,V,τουτο
42014020013,,ου
42014020014,,δυναμαι
42014020015,,ελθειν
42014021001,V,και
42014021002,,παραγενομενοσ
42014021003,,ο
42014021004,,δουλοσ
42014021005,V,εκεινοσ
42014021006,V,απηγγειλεν
42014021007,,τω
42014021008,,κυριω
42014021009,V,εαυτου
42014021010,V,αυτου
42014021011,V,παντα
42014021012,,ταυτα
42014021013,V,και
42014021014,V,τοτε
42014021015,,οργισθεισ
42014021016,,ο
42014021017,,οικοδεσποτησ
42014021018,V,ειπεν
42014021019,V,τω
42014021020,V,δουλω
42014021021,V,αυτου
42014021022,V,ειπεν
42014021023,,εξελθε
42014021024,,ταχεωσ
42014021025,,εισ
42014021026,,τασ
42014021027,,πλατειασ
42014021028,,και
42014021029,,ρυμασ
42014021030,,τησ
42014021031,,πολεωσ
42014021032,,και
42014021033,V,οσουσ
42014021034,V,εαν
42014021035,V,ευρητε
42014021036,V,τουσ
42014021037,,πτωχουσ
42014021038,,και
42014021039,,αναπειρουσ
42014021040,,και
42014021041,V,χωλουσ
42014021042,V,τυφλουσ
42014021043,V,και
42014021044,V,χωλουσ
42014021045,V,τυφλουσ
42014021046,V,ενεγκε
42014021047,V,εισαγαγε
42014021048,,ωδε
42014022001,,και
42014022002,V,ειπεν
42014022003,V,αυτω
42014022004,V,ο
42014022005,V,δουλοσ
42014022006,V,ειπεν
42014022007,V,κυριε
42014022008,,γεγονεν
42014022009,V,ο
42014022010,V,ωσ
42014022011,,επεταξασ
42014022012,,και
42014022013,,ετι
42014022014,,τοποσ
42014022015,V,εστιν
42014023001,,και
42014023002,,ειπεν
42014023003,,ο
42014023004,,κυριοσ
42014023005,,προσ
42014023006,,τον
42014023007,,δουλον
42014023008,V,αυτου
42014023009,V,ει
42014023010,,εξελθε
42014023011,,εισ
42014023012,,τασ
42014023013,,οδουσ
42014023014,,και
42014023015,V,τουσ
42014023016,,φραγμουσ
42014023017,,και
42014023018,V,ποιησον
42014023019,V,αναγκασον
42014023020,,εισελθειν
42014023021,,ινα
42014023022,,γεμισθη
42014023023,V,μου
42014023024,V,ο
42014023025,V,οικοσ
42014023026,V,μου
42014024001,,λεγω
42014024002,,γαρ
42014024003,,υμιν
42014024004,,οτι
42014024005,,ουδεισ
42014024006,,των
42014024007,V,ανθρωπων
42014024008,V,ανδρων
42014024009,V,εκεινων
42014024010,,των
42014024011,,κεκλημενων
42014024012,V,γευσεται
42014024013,V,γευσηται
42014024014,,μου
42014024015,,του
42014024016,,δειπνου
42014024017,V,πολλοι
42014024018,V,γαρ
42014024019,V,εισιν
42014024020,V,κλητοι
42014024021,V,ολιγοι
42014024022,V,δε
42014024023,V,εκλεκτοι
42014025001,V,συνεπορευοντο
42014025002,,δε
42014025003,V,αυτω
42014025004,,οχλοι
42014025005,V,πολλοι
42014025006,,και
42014025007,,στραφεισ
42014025008,V,ειπεν
42014025009,V,προσ
42014025010,V,αυτουσ
42014025011,V,αυτοισ
42014026001,,ει
42014026002,,τισ
42014026003,,ερχεται
42014026004,,προσ
42014026005,V,με
42014026006,,και
42014026007,,ου
42014026008,V,πεισει
42014026009,V,μισει
42014026010,,τον
42014026011,,πατερα
42014026012,V,εαυτου
42014026013,V,αυτου
42014026014,,και
42014026015,,την
42014026016,,μητερα
42014026017,V,αυτου
42014026018,,και
42014026019,,την
42014026020,,γυναικα
42014026021,,και
42014026022,,τα
42014026023,,τεκνα
42014026024,,και
42014026025,,τουσ
42014026026,,αδελφουσ
42014026027,,και
42014026028,,τασ
42014026029,,αδελφασ
42014026030,,ετι
42014026031,V,τε
42014026032,V,δε
42014026033,,και
42014026034,,την
42014026035,V,εαυτου
42014026036,V,ψυχην
42014026037,V,εαυτου
42014026038,,ου
42014026039,,δυναται
42014026040,V,ειναι
42014026041,V,μου
42014026042,V,ειναι
42014026043,V,μαθητησ
42014026044,V,ειναι
42014027001,V,και
42014027002,V,οσ
42014027003,V,οστισ
42014027004,V,ουν
42014027005,V,ου
42014027006,,βασταζει
42014027007,,τον
42014027008,,σταυρον
42014027009,V,εαυτου
42014027010,V,αυτου
42014027011,,και
42014027012,,ερχεται
42014027013,,οπισω
42014027014,,μου
42014027015,,ου
42014027016,,δυναται
42014027017,V,ειναι
42014027018,V,μου
42014027019,V,ειναι
42014027020,V,μαθητησ
42014027021,V,ειναι
42014028001,,τισ
42014028002,V,δε
42014028003,V,γαρ
42014028004,,εξ
42014028005,,υμων
42014028006,V,ο
42014028007,V,θελων
42014028008,V,θελει
42014028009,,πυργον
42014028010,,οικοδομησαι
42014028011,,ουχι
42014028012,V,πρωτον
42014028013,V,καθισασ
42014028014,V,πρωτον
42014028015,,ψηφιζει
42014028016,,την
42014028017,,δαπανην
42014028018,,ει
42014028019,,εχει
42014028020,V,τα
42014028021,V,εισ
42014028022,V,προσ
42014028023,,απαρτισμον
42014029001,,ινα
42014029002,,μηποτε
42014029003,V,θεντοσ
42014029004,V,θεντεσ
42014029005,,αυτου
42014029006,,θεμελιον
42014029007,V,και
42014029008,V,μη
42014029009,V,ισχυοντοσ
42014029010,V,ισχυση
42014029011,V,οικοδομησαι
42014029012,V,εκτελεσαι
42014029013,V,και
42014029014,,παντεσ
42014029015,,οι
42014029016,,θεωρουντεσ
42014029017,V,μελλουσιν
42014029018,V,αρξωνται
42014029019,V,εμπαιζειν
42014029020,V,αυτω
42014029021,V,εμπαιζειν
42014030001,V,λεγοντεσ
42014030002,V,λεγειν
42014030003,V,οτι
42014030004,,ουτοσ
42014030005,,ο
42014030006,,ανθρωποσ
42014030007,,ηρξατο
42014030008,,οικοδομειν
42014030009,,και
42014030010,,ουκ
42014030011,,ισχυσεν
42014030012,,εκτελεσαι
42014031001,,η
42014031002,,τισ
42014031003,,βασιλευσ
42014031004,,πορευομενοσ
42014031005,V,συμβαλειν
42014031006,V,ετερω
42014031007,V,βασιλει
42014031008,V,συμβαλειν
42014031009,V,συμβαλλειν
42014031010,,εισ
42014031011,,πολεμον
42014031012,V,ου
42014031013,V,ουχι
42014031014,V,ευθεωσ
42014031015,,καθισασ
42014031016,,πρωτον
42014031017,V,βουλευσεται
42014031018,V,βουλευεται
42014031019,,ει
42014031020,,δυνατοσ
42014031021,V,εστιν
42014031022,V,εσιν
42014031023,,εν
42014031024,,δεκα
42014031025,,χιλιασιν
42014031026,V,υπαντησαι
42014031027,V,απαντησαι
42014031028,V,τω
42014031029,V,μετα
42014031030,V,εικοσι
42014031031,V,χιλιαδων
42014031032,V,ερχομενω
42014031033,V,επ
42014031034,V,αυτον
42014031035,V,υπαντησαι
42014032001,,ει
42014032002,,δε
42014032003,,μη
42014032004,,γε
42014032005,,ετι
42014032006,V,αυτου
42014032007,V,πορρω
42014032008,V,αυτου
42014032009,,οντοσ
42014032010,V,πρεσβειαν
42014032011,V,αποστειλασ
42014032012,V,πρεσβειαν
42014032013,,ερωτα
42014032014,V,τα
42014032015,V,προσ
42014032016,V,εισ
42014032017,V,ειρηνην
42014032018,V,ειρηνη
42014033001,,ουτωσ
42014033002,V,ουν
42014033003,V,και
42014033004,V,πασ
42014033005,V,εξ
42014033006,V,υμων
42014033007,V,πασ
42014033008,,οσ
42014033009,,ουκ
42014033010,,αποτασσεται
42014033011,V,πασιν
42014033012,,τοισ
42014033013,V,εαυτου
42014033014,V,αυτου
42014033015,V,υπαρχουσιν
42014033016,V,αυτου
42014033017,,ου
42014033018,,δυναται
42014033019,V,μου
42014033020,V,ειναι
42014033021,V,μου
42014033022,V,μαθητησ
42014033023,V,μαθητασ
42014033024,V,ειναι
42014034001,,καλον
42014034002,V,ουν
42014034003,,το
42014034004,V,αλασ
42014034005,,εαν
42014034006,,δε
42014034007,V,και
42014034008,,το
42014034009,V,αλα
42014034010,,μωρανθη
42014034011,,εν
42014034012,,τινι
42014034013,,αρτυθησεται
42014035001,,ουτε
42014035002,,εισ
42014035003,V,την
42014035004,,γην
42014035005,,ουτε
42014035006,,εισ
42014035007,,κοπριαν
42014035008,,ευθετον
42014035009,,εστιν
42014035010,,εξω
42014035011,,βαλλουσιν
42014035012,V,αυτο
42014035013,V,αυτον
42014035014,,ο
42014035015,,εχων
42014035016,,ωτα
42014035017,,ακουειν
42014035018,,ακουετω
42015001001,,ησαν
42015001002,,δε
42015001003,V,αυτω
42015001004,V,εγγιζοντεσ
42015001005,V,αυτω
42015001006,V,παντεσ
42015001007,,οι
42015001008,,τελωναι
42015001009,,και
42015001010,V,οι
42015001011,,αμαρτωλοι
42015001012,,ακουειν
42015001013,,αυτου
42015002001,,και
42015002002,,διεγογγυζον
42015002003,,οι
42015002004,V,τε
42015002005,V,φαρισαιοι
42015002006,V,γραμματεισ
42015002007,V,και
42015002008,V,οι
42015002009,V,φαρισαιοι
42015002010,V,γραμματεισ
42015002011,,λεγοντεσ
42015002012,,οτι
42015002013,V,ουτοσ
42015002014,,αμαρτωλουσ
42015002015,,προσδεχεται
42015002016,,και
42015002017,,συνεσθιει
42015002018,,αυτοισ
42015003001,V,ειπεν
42015003002,,δε
42015003003,,προσ
42015003004,,αυτουσ
42015003005,V,την
42015003006,,παραβολην
42015003007,,ταυτην
42015003008,V,λεγων
42015004001,,τισ
42015004002,,ανθρωποσ
42015004003,,εξ
42015004004,,υμων
42015004005,V,οσ
42015004006,V,εχων
42015004007,V,εξει
42015004008,,εκατον
42015004009,,προβατα
42015004010,,και
42015004011,V,απολεσασ
42015004012,V,απολεση
42015004013,V,εν
42015004014,V,εξ
42015004015,V,αυτων
42015004016,V,εν
42015004017,V,ου
42015004018,V,αφιησι
42015004019,V,καταλειπει
42015004020,,τα
42015004021,,ενενηκοντα
42015004022,,εννεα
42015004023,,εν
42015004024,,τη
42015004025,,ερημω
42015004026,,και
42015004027,V,απελθων
42015004028,V,πορευεται
42015004029,V,επι
42015004030,,το
42015004031,,απολωλοσ
42015004032,V,ζητει
42015004033,,εωσ
42015004034,V,ου
42015004035,,ευρη
42015004036,,αυτο
42015005001,,και
42015005002,,ευρων
42015005003,,επιτιθησιν
42015005004,,επι
42015005005,,τουσ
42015005006,,ωμουσ
42015005007,V,αυτου
42015005008,V,εαυτου
42015005009,,χαιρων
42015006001,V,και
42015006002,V,ελθων
42015006003,V,ελθω
42015006004,V,δε
42015006005,,εισ
42015006006,V,τον
42015006007,,οικον
42015006008,V,συγκαλει
42015006009,V,συγκαλειται
42015006010,,τουσ
42015006011,,φιλουσ
42015006012,,και
42015006013,V,τουσ
42015006014,,γειτονασ
42015006015,,λεγων
42015006016,,αυτοισ
42015006017,,συγχαρητε
42015006018,,μοι
42015006019,,οτι
42015006020,,ευρον
42015006021,,το
42015006022,,προβατον
42015006023,,μου
42015006024,,το
42015006025,,απολωλοσ
42015007001,,λεγω
42015007002,V,δε
42015007003,,υμιν
42015007004,,οτι
42015007005,V,ουτωσ
42015007006,,χαρα
42015007007,V,εσται
42015007008,V,εν
42015007009,V,τω
42015007010,V,ουρανω
42015007011,V,εσται
42015007012,,επι
42015007013,,ενι
42015007014,,αμαρτωλω
42015007015,,μετανοουντι
42015007016,,η
42015007017,,επι
42015007018,,ενενηκοντα
42015007019,,εννεα
42015007020,,δικαιοισ
42015007021,,οιτινεσ
42015007022,V,ου
42015007023,V,χρειαν
42015007024,V,εχουσιν
42015007025,V,χρειαν
42015007026,,μετανοιασ
42015008001,,η
42015008002,,τισ
42015008003,,γυνη
42015008004,V,δραχμασ
42015008005,V,εχουσα
42015008006,V,δραχμασ
42015008007,,δεκα
42015008008,V,εαν
42015008009,V,και
42015008010,V,απολεση
42015008011,V,απολεσασα
42015008012,V,δραχμην
42015008013,,μιαν
42015008014,,ουχι
42015008015,,απτει
42015008016,,λυχνον
42015008017,,και
42015008018,,σαροι
42015008019,,την
42015008020,,οικιαν
42015008021,,και
42015008022,,ζητει
42015008023,,επιμελωσ
42015008024,,εωσ
42015008025,V,ου
42015008026,V,οτου
42015008027,,ευρη
42015009001,,και
42015009002,,ευρουσα
42015009003,V,συγκαλειται
42015009004,V,συγκαλει
42015009005,V,τασ
42015009006,V,φιλασ
42015009007,V,και
42015009008,V,τασ
42015009009,V,γειτονασ
42015009010,V,και
42015009011,V,φιλασ
42015009012,,λεγουσα
42015009013,,συγχαρητε
42015009014,,μοι
42015009015,,οτι
42015009016,,ευρον
42015009017,V,την
42015009018,V,δραχμην
42015009019,V,ην
42015009020,V,απωλεσα
42015009021,V,δραχμην
42015010001,V,ουτωσ
42015010002,,λεγω
42015010003,,υμιν
42015010004,V,γινεται
42015010005,V,χαρα
42015010006,V,γινεται
42015010007,V,εσται
42015010008,,ενωπιον
42015010009,V,των
42015010010,,αγγελων
42015010011,,του
42015010012,,θεου
42015010013,,επι
42015010014,V,ανι
42015010015,V,ενι
42015010016,,αμαρτωλω
42015010017,,μετανοουντι
42015011001,V,ειπεν
42015011002,,δε
42015011003,,ανθρωποσ
42015011004,,τισ
42015011005,V,ειχεν
42015011006,V,εσχεν
42015011007,,δυο
42015011008,V,υιουσ
42015011009,V,υιοσ
42015012001,,και
42015012002,,ειπεν
42015012003,,ο
42015012004,,νεωτεροσ
42015012005,,αυτων
42015012006,,τω
42015012007,,πατρι
42015012008,V,πατερ
42015012009,,δοσ
42015012010,,μοι
42015012011,,το
42015012012,V,επιβαλλον
42015012013,V,επιβαλον
42015012014,V,μοι
42015012015,,μεροσ
42015012016,,τησ
42015012017,,ουσιασ
42015012018,V,ο
42015012019,V,και
42015012020,V,δε
42015012021,,διειλεν
42015012022,,αυτοισ
42015012023,,τον
42015012024,,βιον
42015013001,,και
42015013002,V,μετ
42015013003,V,ου
42015013004,V,μετα
42015013005,,πολλασ
42015013006,,ημερασ
42015013007,V,συναγαγων
42015013008,V,συναγων
42015013009,V,παντα
42015013010,V,απαντα
42015013011,,ο
42015013012,,νεωτεροσ
42015013013,,υιοσ
42015013014,,απεδημησεν
42015013015,,εισ
42015013016,,χωραν
42015013017,,μακραν
42015013018,V,κακει
42015013019,V,και
42015013020,V,εκει
42015013021,V,διεσκορπισεν
42015013022,V,την
42015013023,V,ουσιαν
42015013024,V,εαυτου
42015013025,V,αυτου
42015013026,V,εισ
42015013027,V,χωραν
42015013028,V,μακραν
42015013029,V,τον
42015013030,V,βιον
42015013031,V,ζων
42015013032,V,ασωτωσ
42015014001,,δαπανησαντοσ
42015014002,,δε
42015014003,,αυτου
42015014004,,παντα
42015014005,,εγενετο
42015014006,V,λιμοσ
42015014007,V,λιμοσ
42015014008,V,ισχυρα
42015014009,V,ισχυροσ
42015014010,,κατα
42015014011,,την
42015014012,,χωραν
42015014013,,εκεινην
42015014014,,και
42015014015,,αυτοσ
42015014016,,ηρξατο
42015014017,V,του
42015014018,,υστερεισθαι
42015015001,,και
42015015002,,πορευθεισ
42015015003,,εκολληθη
42015015004,,ενι
42015015005,,των
42015015006,,πολιτων
42015015007,,τησ
42015015008,,χωρασ
42015015009,,εκεινησ
42015015010,,και
42015015011,,επεμψεν
42015015012,,αυτον
42015015013,,εισ
42015015014,,τουσ
42015015015,,αγρουσ
42015015016,V,αυτου
42015015017,,βοσκειν
42015015018,,χοιρουσ
42015016001,,και
42015016002,,επεθυμει
42015016003,V,γεμισαι
42015016004,V,την
42015016005,V,κοιλιαν
42015016006,V,αυτου
42015016007,V,και
42015016008,V,χορτασθηναι
42015016009,V,απο
42015016010,V,εκ
42015016011,,των
42015016012,,κερατιων
42015016013,,ων
42015016014,,ησθιον
42015016015,,οι
42015016016,,χοιροι
42015016017,,και
42015016018,,ουδεισ
42015016019,,εδιδου
42015016020,V,τω
42015016021,V,αυτω
42015017001,,εισ
42015017002,,εαυτον
42015017003,,δε
42015017004,,ελθων
42015017005,V,εφη
42015017006,V,ειπεν
42015017007,,ποσοι
42015017008,V,μισθιοι
42015017009,V,μισθιου
42015017010,,του
42015017011,,πατροσ
42015017012,,μου
42015017013,V,περισσευουσιν
42015017014,V,περισσευονται
42015017015,V,αρτων
42015017016,V,αρτοισ
42015017017,,εγω
42015017018,,δε
42015017019,V,ωδε
42015017020,V,λιμω
42015017021,V,ωδε
42015017022,,απολλυμαι
42015018001,,αναστασ
42015018002,V,δε
42015018003,,πορευσομαι
42015018004,,προσ
42015018005,,τον
42015018006,,πατερα
42015018007,,μου
42015018008,,και
42015018009,,ερω
42015018010,,αυτω
42015018011,,πατερ
42015018012,,ημαρτον
42015018013,,εισ
42015018014,V,τον
42015018015,,ουρανον
42015018016,,και
42015018017,,ενωπιον
42015018018,,σου
42015019001,V,και
42015019002,,ουκετι
42015019003,,ειμι
42015019004,,αξιοσ
42015019005,,κληθηναι
42015019006,V,υιοσ
42015019007,V,σου
42015019008,V,υιοσ
42015019009,V,ποιησον
42015019010,V,με
42015019011,V,μοι
42015019012,V,ωσ
42015019013,V,ενα
42015019014,V,των
42015019015,V,μισθιων
42015019016,V,σου
42015020001,,και
42015020002,,αναστασ
42015020003,V,ηλθεν
42015020004,,προσ
42015020005,,τον
42015020006,,πατερα
42015020007,V,εαυτου
42015020008,V,αυτου
42015020009,,ετι
42015020010,,δε
42015020011,,αυτου
42015020012,,μακραν
42015020013,,απεχοντοσ
42015020014,,ειδεν
42015020015,,αυτον
42015020016,,ο
42015020017,,πατηρ
42015020018,,αυτου
42015020019,,και
42015020020,,εσπλαγχνισθη
42015020021,,και
42015020022,,δραμων
42015020023,V,επεσεν
42015020024,V,ενεπεπεσεν
42015020025,V,επεπεσεν
42015020026,,επι
42015020027,,τον
42015020028,,τραχηλον
42015020029,,αυτου
42015020030,V,και
42015020031,,κατεφιλησεν
42015020032,,αυτον
42015021001,V,ειπεν
42015021002,V,ο
42015021003,V,δε
42015021004,V,αυτω
42015021005,V,ο
42015021006,V,υιοσ
42015021007,V,ειπεν
42015021008,V,αυτω
42015021009,,πατερ
42015021010,,ημαρτον
42015021011,,εισ
42015021012,,τον
42015021013,,ουρανον
42015021014,,και
42015021015,,ενωπιον
42015021016,,σου
42015021017,V,και
42015021018,,ουκετι
42015021019,,ειμι
42015021020,,αξιοσ
42015021021,,κληθηναι
42015021022,V,υιοσ
42015021023,V,σου
42015021024,V,υιοσ
42015021025,V,ποιησον
42015021026,V,με
42015021027,V,ωσ
42015021028,V,ενα
42015021029,V,των
42015021030,V,μισθιων
42015021031,V,σου
42015022001,V,ειπεν
42015022002,,δε
42015022003,,ο
42015022004,,πατηρ
42015022005,,προσ
42015022006,,τουσ
42015022007,,δουλουσ
42015022008,V,εαυτου
42015022009,V,αυτου
42015022010,V,ταχεωσ
42015022011,V,ταχυ
42015022012,V,ενεγκατε
42015022013,V,εξενεγκατε
42015022014,V,εξενεγκαντεσ
42015022015,V,την
42015022016,,στολην
42015022017,,την
42015022018,,πρωτην
42015022019,V,και
42015022020,,ενδυσατε
42015022021,,αυτον
42015022022,,και
42015022023,,δοτε
42015022024,V,αυτω
42015022025,,δακτυλιον
42015022026,,εισ
42015022027,,την
42015022028,,χειρα
42015022029,,αυτου
42015022030,,και
42015022031,,υποδηματα
42015022032,,εισ
42015022033,,τουσ
42015022034,,ποδασ
42015022035,V,αυτου
42015023001,,και
42015023002,V,ενεγκαντεσ
42015023003,V,ενεγκατε
42015023004,V,φερετε
42015023005,V,τον
42015023006,V,μοσχον
42015023007,V,τον
42015023008,V,σιτευτον
42015023009,V,μοσχον
42015023010,V,και
42015023011,,θυσατε
42015023012,,και
42015023013,V,φαγοντεσ
42015023014,V,φαγωμεν
42015023015,V,και
42015023016,,ευφρανθωμεν
42015024001,,οτι
42015024002,V,ουτοσ
42015024003,V,μου
42015024004,V,ο
42015024005,V,υιοσ
42015024006,V,μου
42015024007,V,ουτοσ
42015024008,,νεκροσ
42015024009,,ην
42015024010,,και
42015024011,V,εζησεν
42015024012,V,ανεζησεν
42015024013,V,και
42015024014,V,ην
42015024015,V,απολωλωσ
42015024016,V,ην
42015024017,V,και
42015024018,V,αρτι
42015024019,V,ευρεθη
42015024020,V,και
42015024021,V,ηρξαντο
42015024022,V,ηρξατο
42015024023,,ευφραινεσθαι
42015025001,,ην
42015025002,,δε
42015025003,,ο
42015025004,,υιοσ
42015025005,,αυτου
42015025006,,ο
42015025007,,πρεσβυτεροσ
42015025008,,εν
42015025009,,αγρω
42015025010,V,και
42015025011,V,ωσ
42015025012,V,ερχομενοσ
42015025013,V,ελθων
42015025014,V,δε
42015025015,V,και
42015025016,V,ηγγισεν
42015025017,V,ηγγιζεν
42015025018,V,εγγισασ
42015025019,,τη
42015025020,,οικια
42015025021,V,ηκουσεν
42015025022,,συμφωνιασ
42015025023,,και
42015025024,V,χοιρων
42015025025,V,χορων
42015026001,,και
42015026002,,προσκαλεσαμενοσ
42015026003,,ενα
42015026004,,των
42015026005,,παιδων
42015026006,V,αυτου
42015026007,,επυνθανετο
42015026008,,τι
42015026009,V,θελει
42015026010,V,αν
42015026011,V,ειη
42015026012,V,ταυτα
42015026013,V,τουτο
42015026014,V,ειναι
42015027001,,ο
42015027002,,δε
42015027003,,ειπεν
42015027004,V,αυτω
42015027005,V,οτι
42015027006,,ο
42015027007,,αδελφοσ
42015027008,,σου
42015027009,,ηκει
42015027010,,και
42015027011,,εθυσεν
42015027012,,ο
42015027013,,πατηρ
42015027014,,σου
42015027015,,τον
42015027016,V,μοσχον
42015027017,V,τον
42015027018,V,σιτευτον
42015027019,V,μοσχον
42015027020,V,αυτω
42015027021,,οτι
42015027022,,υγιαινοντα
42015027023,,αυτον
42015027024,,απελαβεν
42015028001,,ωργισθη
42015028002,,δε
42015028003,,και
42015028004,,ουκ
42015028005,V,ηθελεν
42015028006,V,ηθελησεν
42015028007,,εισελθειν
42015028008,,ο
42015028009,V,δε
42015028010,V,ουν
42015028011,,πατηρ
42015028012,V,αυτου
42015028013,,εξελθων
42015028014,V,παρεκαλει
42015028015,V,ηρξατο
42015028016,,αυτον
